title,url,set,indegree,outdegree,pagerank
"Apollo Hoax Theory, Moon, The Face on Mars, Mankind's Origins, Alternative Energy, Alternative Propulsion Systems.",http://www.aulis.com/view.htm,[O],2,0,0.00046731725379044816
Dark Side of the Moon Landings - FT094,http://www.forteantimes.com/articles/094_moon.shtml,[O],2,0,0.00046731725379044816
Jack Womack's Strange Book of the Month 1.2,http://www.darkcarnival.com/DCOLarchive/womack2.2.htm,[O],2,0,0.00046731725379044816
Operation Green Cheese,http://www.vermilion-sands.com/rantlib/greencheese.html,[O],2,0,0.00046731725379044816
Empty title field,http://www.albanystamp.com/images/stamps/bhutan53-5a.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan91-k.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan91m-o.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan108-108k.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan108m-o.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan118-k.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan118m-o.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan118gn.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan182-3a.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan242a.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan564-73i.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan1101.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://www.albanystamp.com/images/stamps/bhutan1101fdc.jpg,[O],2,0,0.00046721506410209645
Empty title field,http://science.nasa.gov/headlines/images/hoax/audio/story.ram,[O],1,0,0.00046683207103682424
Browser and Media player plugins help,http://science.nasa.gov/newhome/browsers.htm#disclaimer,[O],1,0,0.00046683207103682424
Photo-as11_40_5903,http://spaceflight.nasa.gov/gallery/images/apollo/apollo11/html/as11_40_5903.html,[O],1,0,0.00046683207103682424
Photo-s69_40308,http://spaceflight.nasa.gov/gallery/images/apollo/apollo11/html/s69_40308.html,[O],1,0,0.00046683207103682424
Send a Science@NASA story to a friend!,http://science.nasa.gov/programs/mail/sendfriend.asp,[O],1,0,0.00046683207103682424
NASA/Marshall 2003 Headlines,http://science.nasa.gov/headlines/news_archive.htm,[O],1,0,0.00046683207103682424
top.htm,http://www.hq.nasa.gov/office/pao/History/TM-3487/top.htm,[O],2,0,0.0004665352928607042
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074633.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074639.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074628.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074643.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074635.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074621.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074645.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074627.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074623.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074629.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074624.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074631.jpg,[O],1,0,0.0004661791590493601
Empty title field,http://images.jsc.nasa.gov/images/pao/APOLL_OV/10074658.jpg,[O],1,0,0.0004661791590493601
Clip Art Pictures,http://clip-art-pictures.com,[O],17,5,0.0004656804050812385
"CNN.com - Moon landing notebook fetches $222,000 - Apr. 13, 2003",http://www.cnn.com/2003/TECH/space/04/13/life.auction.apollo.reut,[R],1,0,0.0004651037745994193
Books-A-Million Online Bookstore : Buy Discount Books Magazines Audio : Booksamillion .com,http://www.qksrv.net/click-310374-35140,[O],2,0,0.00046463522623400367
AllPosters.com - The World's Largest Poster and Print Store!,http://affiliates.allposters.com/link/redirect.asp?aid=220245&c=c&search=1444,[O],1,0,0.00046356404250457036
ShopAETV.com - Product Detail,http://www.qksrv.net/click-310374-520933,[O],1,0,0.00046356404250457036
Empty title field,http://www.qksrv.net/click-310374-6274590,[O],1,0,0.00046356404250457036
Exchange-it - Free Banner Exchange,http://www.exchange-it.com/click.go?b107780=38,[O],1,0,0.00046356404250457036
Everything Space @ www.ezboard.com,http://pub80.ezboard.com/beverythingspace,[O],2,8,0.000463105272811474
Open Directory - Profile - sisyphus,http://dmoz.org/profiles/sisyphus.html,[O],1,0,0.0004628077400370906
"Kennedy Space Center - Shuttle Launch - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10036677&RFID=554495,[O],1,0,0.0004623119111236113
"Atlantis Docked to Mir - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092039&RFID=554495,[O],1,0,0.0004623119111236113
"Discovery Launch - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092054&RFID=554495,[O],1,0,0.0004623119111236113
"Space Shuttle & Russia's Mir Space Station - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092033&RFID=554495,[O],1,0,0.0004623119111236113
"Discovery Launch - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092059&RFID=554495,[O],1,0,0.0004623119111236113
"Kennedy Space Center - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10091647&RFID=554495,[O],1,0,0.0004623119111236113
"Ten Days that Shook the Nation - Sputnik - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10085159&RFID=554495,[O],1,0,0.0004623119111236113
"Inventions that Changed the World - Liquid-Fuel Rocket - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10085526&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour Lift Off STS 68 - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092064&RFID=554495,[O],1,0,0.0004623119111236113
"Hubble Rescue - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092062&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour Landing at Night, Kennedy Space Center - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092038&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour on Pad at Night - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092061&RFID=554495,[O],1,0,0.0004623119111236113
"Mir with Earth in Background - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092040&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour Night Launch - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092058&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour Launch / Purple Sky - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092043&RFID=554495,[O],1,0,0.0004623119111236113
"Double Shuttles on Pads - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092042&RFID=554495,[O],1,0,0.0004623119111236113
"Saturn V Launch / Apollo 11 - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092051&RFID=554495,[O],1,0,0.0004623119111236113
"Endeavour on Pad at Night - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092046&RFID=554495,[O],1,0,0.0004623119111236113
"International Space Station - Art.com, posters, prints and fine art",http://www.art.com/asp/sp.asp?PD=10092050&RFID=554495,[O],1,0,0.0004623119111236113
Amazon.com--Earth's Biggest Selection,http://www.amazon.com/exec/obidos/redirect-home/wwwimaherocom,[O],1,0,0.0004621165955718058
"Amazon.com: Books: What the Moon is Like (Let's-Read-and-Find-Out Science, Stage 2)",http://www.amazon.com/exec/obidos/ASIN/0064451852/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Ultimate Sticker Book: Moon Landing,http://www.amazon.com/exec/obidos/ASIN/0789448769/wwwimaherocom,[O],1,0,0.0004621165955718058
"Amazon.com: Books: Moonwalk: The First Trip to the Moon (Step into Reading, Step 4, paper)",http://www.amazon.com/exec/obidos/ASIN/0394824571/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Rocket to the Moon : The Incredible True Story of the First Lunar Landing,http://www.amazon.com/exec/obidos/ASIN/0816763321/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Man on the Moon (Picture Puffins),http://www.amazon.com/exec/obidos/ASIN/0140565981/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: One Giant Leap: The First Moon Landing (Smithsonian Odyssey),http://www.amazon.com/exec/obidos/ASIN/1568993447/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Project Apollo (True Books-Space),http://www.amazon.com/exec/obidos/ASIN/0516262734/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Race to the Moon: The Story of Apollo 11 (Picture a Country),http://www.amazon.com/exec/obidos/ASIN/0531153436/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: DK Discoveries: Moon Landing,http://www.amazon.com/exec/obidos/ASIN/0789439581/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Apollo 11 (Cornerstones of Freedom),http://www.amazon.com/exec/obidos/ASIN/051606651X/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Project Apollo (Out of This World),http://www.amazon.com/exec/obidos/ASIN/0531139727/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Apollo 13,http://www.amazon.com/exec/obidos/ASIN/0671534645/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: A Man on the Moon: The Voyages of the Apollo Astronauts,http://www.amazon.com/exec/obidos/ASIN/0140272011/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: A Man on The Moon: 3 Volume Illustrated Commemorative Boxed Set,http://www.amazon.com/exec/obidos/ASIN/0783556799/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Video: Apollo 13 (1995),http://www.amazon.com/exec/obidos/ASIN/630382790X/wwwimaherocom,[O],1,0,0.0004621165955718058
"Amazon.com: Video: The Tribute: Mercury, Gemini, Apollo & Skylab (1993)",http://www.amazon.com/exec/obidos/ASIN/6302751225/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Video: Space Flight:Discovering the Final Frontier (1995),http://www.amazon.com/exec/obidos/ASIN/6302751268/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Video: Moon Shot: The Inside Story of the Apollo Project (1994),http://www.amazon.com/exec/obidos/ASIN/6303126707/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Video: National Geographic's For All Mankind (1989),http://www.amazon.com/exec/obidos/ASIN/6304474687/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: DVD: Nova - To the Moon (1999),http://www.amazon.com/exec/obidos/ASIN/B00004U2MS/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Video: Celebrate Man on the Moon with Walter Cronkite (1989),http://www.amazon.com/exec/obidos/ASIN/6301378334/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: One Giant Leap: The First Moon Landing (Smithsonian Odyssey),http://www.amazon.com/exec/obidos/ASIN/1568993498/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: Apollo 13 (Movie Tie-In) [ABRIDGED],http://www.amazon.com/exec/obidos/ASIN/0671535439/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: 20th Century NASA History: APOLLO - Mission Transcripts and NASA Documents (Two CD-ROM Set),http://www.amazon.com/exec/obidos/ASIN/1893472639/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: APOLLO Photo Galleries and Image Files - Set One: Apollo 1 through Apollo 12 (Two CD-ROM Set),http://www.amazon.com/exec/obidos/ASIN/1893472655/wwwimaherocom,[O],1,0,0.0004621165955718058
Amazon.com: Books: APOLLO Photo Galleries and Image Files - Set Two: Apollo 13 through Apollo 17 (Two CD-ROM Set),http://www.amazon.com/exec/obidos/ASIN/1893472663/wwwimaherocom,[O],1,0,0.0004621165955718058
Happy Fun Pundit,http://www.happyfunpundit.com,[O],4,9,0.00046176427856132194
Telegraph | News |  World's biggest telescope to prove Americans really walked on Moon,http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2002/11/24/nmoon24.xml,[O],1,0,0.0004615479049782204
Empty title field,http://www.alltheweb.com/search?type=all&amp;query=%22lunar%2blanding%22,[O],1,0,0.0004615479049782204
Google Search: &quot;lunar+landing&quot;,http://groups.google.com/groups?q=%22lunar%2blanding%22,[O],1,0,0.0004615479049782204
Yahoo! Search Results for &quot;lunar+landing&quot;,http://search.yahoo.com/bin/search?p=%22lunar%2blanding%22,[O],1,0,0.0004615479049782204
Amazon.com: Books: Dark Moon: Apollo and the Whistle-Blowers,http://www.amazon.com/exec/obidos/ASIN/0932813909/ref=nosim/govindasbookstor,[O],1,0,0.0004614304199959566
Amazon.co.uk: : Explore similar items,http://www.amazon.co.uk/exec/obidos/ASIN/0932813909/govindasstore,[O],1,0,0.0004614304199959566
Amazon.de: Detailseite English Books: Dark Moon: Apollo and the Whistle-Blowers,http://www.amazon.de/exec/obidos/ASIN/0932813909/govindasstore08,[O],1,0,0.0004614304199959566
Amazon.fr&nbsp;:  Livres en anglais: Dark Moon: Apollo and the Whistle-Blowers,http://www.amazon.fr/exec/obidos/ASIN/0932813909/govinda,[O],1,0,0.0004614304199959566
Amazon.com: Books: We Never Went to the Moon: America's Thirty Billion Dollar Swindle,http://www.amazon.com/exec/obidos/ASIN/0787304875/ref=nosim/govindasbookstor,[O],1,0,0.0004614304199959566
Amazon.co.uk: Books: We Never Went to the Moon: America's Thirty Billion Dollar Swindle,http://www.amazon.co.uk/exec/obidos/ASIN/0787304875/govindasstore,[O],1,0,0.0004614304199959566
"Amazon.com: Books: Bad Astronomy: Misconceptions and Misuses Revealed, from Astrology to the Moon Landing ""Hoax""",http://www.amazon.com/exec/obidos/ASIN/0471409766/ref=nosim/govindasbookstor,[O],1,0,0.0004614304199959566
Australian Skeptics Home Page,http://www.skeptics.com.au/welcome.htm,[O],1,0,0.0004614304199959566
Welcome To The World Explorers Club,http://www.wexclub.com,[O],1,0,0.0004614304199959566
Govinda Online Shopping Mall,http://govinda.nu,[O],1,0,0.0004614304199959566
Lycos�Terms And Conditions,http://www.lycos.com/lycosinc/legal.html#copy,[O],4,3,0.0004607735531895389
Lycos�Privacy Policy,http://www.lycos.com/privacy,[O],4,2,0.0004607735531895389
Lycos�Terms And Conditions,http://www.lycos.com/lycosinc/legal_terms.html,[O],4,3,0.0004607735531895389
sp4102,http://history.nasa.gov/SP-4102/sp4102.htm,[O],1,0,0.0004603029511621833
sp4104,http://history.nasa.gov/SP-4104/sp4104.htm,[O],1,0,0.0004603029511621833
SP-368,http://history.nasa.gov/SP-368/sp368.htm,[O],1,0,0.0004603029511621833
sp287,http://history.nasa.gov/SP-287/sp287.htm,[O],1,0,0.0004603029511621833
sp4223,http://history.nasa.gov/SP-4223/sp4223.htm,[O],1,0,0.0004603029511621833
Human Space Flight (HSF) - Apollo History,http://spaceflight.nasa.gov/history/apollo,[I],6,2,0.00046023765996343693
BuyTelco - FREE Instant DSL Availability Check from Buy Telco,http://www.johnshepler.com/ls/buytelco.html,[O],1,0,0.00045810957495429614
FREE Instant DSL Availability Check from BuyTelco for former DirecTV DSL customers.,http://www.johnshepler.com/telecom/dsl.html,[O],1,0,0.00045810957495429614
Quickly Check DSL Availability and Order DSL Broadband High Speed Internet Service from BuyTelco,http://www.johnshepler.com/cj/dsl.html,[O],1,0,0.00045810957495429614
International Cell Phone Service - Save with Low International Long Distance Cell Phone Rates from Savvy Call,http://www.johnshepler.com/ls/savvycall.html,[O],1,0,0.00045810957495429614
Exchange-it - Free Banner Exchange,http://www.exchange-it.com/click.go?b107778=28,[O],1,0,0.00045810957495429614
Exchange-it - Free Banner Exchange,http://www.exchange-it.com/link.go?b107778,[O],1,0,0.00045810957495429614
Empty title field,http://www.albanystamp.com/images/stamps/mahra58-66i.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/afars422.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/afarsc57.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman88-97.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman98.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman220-9i.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman230.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman230a-bi.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman282-7i.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman288a.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman393.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman394-6.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman397.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman398-9s.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman415-21.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman422.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman439.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman493-8.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman499.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman509-28.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman597-602.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman603.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman628i.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman691-6.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman697.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman742-7.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman748.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman959-67.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman968.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman969.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman970.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman971-3.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman974.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman975-80.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman981.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman982-7.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1032-3.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1032a-3a.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1059-66.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1067.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1077-82a.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1083.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1084-84e.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1085.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1094-1101.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1094-1101ipr.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1102p.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1102.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1387-92.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1393.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/ajman1394.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/andorra171.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bat129-32.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bat141-4.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bat145-8.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bat176-9.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bhutan182-3isht.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/bhutan183ai.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/burkina370-1c216-8.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/burkina398-400c238-9.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/burkinac36-9.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia237-9.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia324-30c46-7.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia331-2c50.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodiaspace.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia480-7.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia575-82.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia777-84.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia868-75.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodia1099-1106.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cambodiac44-5.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/camerounc59-62.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/camerounc99-101.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/centafrica251-2c135-8.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/centafrica257-8c151-4.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/chadlol439s.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/roc1637-9fdc.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/roc1674-6fdc.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/comoro653.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/comoroc7.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/comoroc14.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/comoroc17.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/congoc161i.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/cuba971-2.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyc103-4.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyc103-4invert.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyc117.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyc120.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyj34-43.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/dahomeyj42-3.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/france857.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/d1cd.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/poly587-9.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/poly590.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/polyc29.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/polyc33.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/polyc41a.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/polyc42.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/polyc95.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsat29.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsatc5.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsatc8.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsatc10a.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsatc11.jpg,[O],1,0,0.00045742138429013515
Empty title field,http://www.albanystamp.com/images/stamps/fsatc12.jpg,[O],1,0,0.00045742138429013515
